{'file': 'orbit_p0.17.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 0.0, 'a (AU)': 0.17, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.2, 't_stop (day)': 28678.4329916318, 'stability': 'CA'}
{'file': 'orbit_a0.17.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.17, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.18.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.18, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.19, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.2, 't_stop (day)': 621781.7023396046, 'stability': 'CA'}
{'file': 'orbit_p0.17.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.17, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.18.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.18, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.19, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.2, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.17.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.17, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.18.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.18, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.19, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 3.141592653589793, 'a (AU)': 0.2, 't_stop (day)': 405138.5728807518, 'stability': 'CA'}
{'file': 'orbit_p0.17.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.17, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.18.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.18, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.19, 't_stop (day)': 208160.03775882235, 'stability': 'CA'}
{'file': 'orbit_p0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': False, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.2, 't_stop (day)': 6412.039361096041, 'stability': 'CA'}
{'file': 'orbit_a0.17.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.17, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.18.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.18, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.19.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.19, 't_stop (day)': 2224357.459486528, 'stability': 'CA'}
{'file': 'orbit_a0.20.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.4, 'apapse': True, 'm_P (Msun)': 0.0, 'l (rad)': 4.71238898038469, 'a (AU)': 0.2, 't_stop (day)': 1491813.6063556997, 'stability': 'CA'}
