{'file': 'orbit_p0.2600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.26, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.2700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.27, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.2800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.28, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.2900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.29000000000000004, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.3000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.30000000000000004, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.2600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.26, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.2700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.27, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.2800.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.28, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.2900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.29000000000000004, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_a0.3000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.30000000000000004, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.2600.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.26, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
{'file': 'orbit_p0.2700.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.11111111111111112, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.27, 't_stop (day)': 3465131.189399222, 'stability': 'ST'}
