{'file': 'orbit_p0.1900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.19, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.2000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.19999999999999998, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.2100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.21, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.2200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.22, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.2300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.22999999999999998, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.1900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.19, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.2000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.19999999999999998, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.2100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.21, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.2200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.22, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_a0.2300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': True, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 0.0, 'a (AU)': 0.22999999999999998, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.1900.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.19, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.2000.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.19999999999999998, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.2100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.21, 't_stop (day)': 3055958.462454599, 'stability': 'ST'}
{'file': 'orbit_p0.2200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.22, 't_stop (day)': 1057107.6025807196, 'stability': 'CA'}
{'file': 'orbit_p0.2300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 0.4285714285714286, 'e': 0.3, 'apapse': False, 'm_P (Msun)': 0.000954594233969325, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.22999999999999998, 't_stop (day)': 29646.058429865112, 'stability': 'CA'}
