{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 0.0, 'a (AU)': 0.11, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.12000000000000001, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.13, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.14, 't_stop (day)': 316844.9900440006, 'stability': 'EJ'}
{'file': 'orbit_p0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.15, 't_stop (day)': 3180.23667874696, 'stability': 'CA'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.11, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.12000000000000001, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.13, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.14, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 1.5707963267948966, 'a (AU)': 0.15, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.11, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.12000000000000001, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.13, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.14, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.15, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.11, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.12000000000000001, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.13, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.14, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 3.141592653589793, 'a (AU)': 0.15, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.11, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.12000000000000001, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.13, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_p0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.14, 't_stop (day)': 68638.62826595614, 'stability': 'CA'}
{'file': 'orbit_p0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': False, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.15, 't_stop (day)': 2693.9439191123897, 'stability': 'CA'}
{'file': 'orbit_a0.1100.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.11, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1200.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.12000000000000001, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1300.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.13, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1400.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.14, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
{'file': 'orbit_a0.1500.bin', 'm_A (Msun)': 1.0, 'm_B (Msun)': 4.0, 'e': 0.2, 'apapse': True, 'm_P (Msun)': 0.028637827019079753, 'l (rad)': 4.71238898038469, 'a (AU)': 0.15, 't_stop (day)': 1633478.507816798, 'stability': 'ST'}
